CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL346493	262434	CHEMBL346493	262434		36	338.32	1.87	104.73	0	COc1cccc(c1)C2=C(Nc3cccc(c3)C(=O)O)C(=O)NC2=O	2154956	IC50	=	195	nM	6.71	IC50	=	195	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL346551	263136	CHEMBL346551	263136		1	264.28	2.17	58.2	0	O=C1NC(=O)C(=C1Nc2ccccc2)c3ccccc3	2154840	IC50	=	590	nM	6.23	IC50	=	590	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL347134	263476	CHEMBL347134	263476		53	383.62	3.83	78.43	0	Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)cc1Cl	2154939	IC50	=	91	nM	7.04	IC50	=	91	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL350435	262507	CHEMBL350435	262507		3	280.28	1.87	78.43	0	Oc1cccc(NC2=C(C(=O)NC2=O)c3ccccc3)c1	2154989	IC50	=	704	nM	6.15	IC50	=	704	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL322970	186121	CHEMBL322970	186121		24	359.73	2.43	121.57	0	Oc1ccc(NC2=C(C(=O)NC2=O)c3ccccc3[N+](=O)[O-])cc1Cl	2154968	IC50	=	104	nM	6.98	IC50	=	104	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260662	429696	CHEMBL260662	429696		125	308.34	2.99	90.9	0	Cc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4ccc(O)cc4	2154868	IC50	=	6	nM	8.22	IC50	=	6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260663	429697	CHEMBL260663	429697		122	294.31	2.68	90.9	0	Oc1ccccc1c2ccc3c(NC(=O)C4CC4)n[nH]c3n2	2154871	IC50	=	36	nM	7.44	IC50	=	36	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260664	429699	CHEMBL260664	429699		124	328.76	3.33	90.9	0	Oc1ccc(cc1)c2nc3[nH]nc(NC(=O)C4CC4)c3cc2Cl	2154869	IC50	=	1	nM	9	IC50	=	1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261440	429466	CHEMBL261440	429466		143	313.31	3.86	57.78	0	Fc1ccc(F)c(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2	2154850	IC50	=	1000	nM	6	IC50	=	1000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260163	429566	CHEMBL260163	429566		135	293.33	3.28	78.01	0	Oc1ccc(cc1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2	2154858	IC50	=	15	nM	7.82	IC50	=	15	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260231	429225	CHEMBL260231	429225		94	363.24	3.8	70.67	0	Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4cccs4	2154899	IC50	=	39	nM	7.41	IC50	=	39	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260344	429743	CHEMBL260344	429743		119	278.32	2.97	70.67	0	O=C(Nc1n[nH]c2nc(ccc12)c3ccccc3)C4CC4	2154874	IC50	=	425	nM	6.37	IC50	=	425	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL40835	59356	CHEMBL40835	59356		150	224.27	2.22	56.73	0	Cn1nc(N)c2cc(cnc12)c3ccccc3	2154843	IC50	=	23000	nM	4.64	IC50	=	23000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL156987	262792	CHEMBL156987	262792		31	377.18	3.17	95.5	0	OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)ccc1Cl	2154961	IC50	=	76	nM	7.12	IC50	=	76	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL160968	263137	CHEMBL160968	263137		48	298.73	2.82	58.2	0	Clc1ccc(cc1)C2=C(Nc3ccccc3)C(=O)NC2=O	2154944	IC50	=	514	nM	6.29	IC50	=	514	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL101804	169995	CHEMBL101804	169995		96	268.28	2.57	83.81	0	O=C(Nc1n[nH]c2nc(ccc12)c3occc3)C4CC4	2154897	IC50	=	141	nM	6.85	IC50	=	141	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL406125	429415	CHEMBL406125	429415		83	336.4	2.3	86.8	0	CN1CCC(CC1)C(=O)Nc2n[nH]c3nnc(cc23)c4ccccc4	2154909	IC50	=	9	nM	8.05	IC50	=	9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL408634	429463	CHEMBL408634	429463		145	211.23	1.6	80.48	0	Nc1n[nH]c2nnc(cc12)c3ccccc3	2154848	IC50	=	530	nM	6.28	IC50	=	530	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL346721	263443	CHEMBL346721	263443		60	379.2	3.19	87.66	0	COc1ccc(cc1)C2=C(Nc3cc(Cl)c(O)c(Cl)c3)C(=O)NC2=O	2154932	IC50	=	83	nM	7.08	IC50	=	83	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL347419	262914	CHEMBL347419	262914		50	314.73	2.53	78.43	0	Oc1cccc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)c1	2154942	IC50	=	407	nM	6.39	IC50	=	407	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL351342	262780	CHEMBL351342	262780		56	344.82	3.54	58.2	0	CSc1ccc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)cc1	2154936	IC50	=	529	nM	6.28	IC50	=	529	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL287731	59282	CHEMBL287731	59282		149	288.33	2	87.74	0	CS(=O)(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3	2154844	IC50	=	3572	nM	5.45	IC50	=	3572	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL290147	59353	CHEMBL290147	59353		151	211.22	2.47	64.94	0	Nc1noc2ncc(cc12)c3ccccc3	2154842	IC50	=	23000	nM	4.64	IC50	=	23000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261549	429614	CHEMBL261549	429614		76	280.33	3.36	70.67	0	CCCC(=O)Nc1n[nH]c2cnc(cc12)c3ccccc3	2154916	IC50	=	7	nM	8.15	IC50	=	7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261659	429561	CHEMBL261659	429561		136	316.36	4.06	73.57	0	O=C(Nc1n[nH]c2cc(ccc12)c3ccc4[nH]ccc4c3)C5CC5	2154857	IC50	=	42	nM	7.38	IC50	=	42	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL261690	429963	CHEMBL261690	429963		98	364.23	3.19	83.56	0	Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4nccs4	2154895	IC50	=	99	nM	7	IC50	=	99	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL259925	429459	CHEMBL259925	429459		147	210.24	2.21	67.59	0	Nc1n[nH]c2cnc(cc12)c3ccccc3	2154846	IC50	=	1260	nM	5.9	IC50	=	1260	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL260345	429744	CHEMBL260345	429744		120	310.31	2.38	111.13	0	Oc1ccc(cc1O)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2	2154873	IC50	=	8	nM	8.1	IC50	=	8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL40493	59352	CHEMBL40493	59352		152	209.25	2.81	54.7	0	Nc1c[nH]c2ncc(cc12)c3ccccc3	2154841	IC50	=	23000	nM	4.64	IC50	=	23000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL156218	262963	CHEMBL156218	262963		61	338.32	1.87	104.73	0	COc1ccc(cc1)C2=C(Nc3cccc(c3)C(=O)O)C(=O)NC2=O	2154931	IC50	=	214	nM	6.67	IC50	=	214	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL156524	262125	CHEMBL156524	262125		73	324.77	2.77	49.41	0	Clc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O	2154919	IC50	=	1412	nM	5.85	IC50	=	1412	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL156807	262787	CHEMBL156807	262787		57	294.31	2.17	67.43	0	COc1ccc(cc1)C2=C(Nc3ccccc3)C(=O)NC2=O	2154935	IC50	=	390	nM	6.41	IC50	=	390	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL157258	262938	CHEMBL157258	262938		12	383.62	3.83	78.43	0	Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)cc1Cl	2154980	IC50	=	93	nM	7.03	IC50	=	93	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL158526	262292	CHEMBL158526	262292		38	340.4	2.9	67.43	0	COc1cccc(c1)C2=C(Nc3ccc(SC)cc3)C(=O)NC2=O	2154954	IC50	=	203	nM	6.69	IC50	=	203	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
CHEMBL160231	263209	CHEMBL160231	263209		18	310.31	1.88	87.66	0	COc1ccccc1C2=C(Nc3cccc(O)c3)C(=O)NC2=O	2154974	IC50	=	259	nM	6.59	IC50	=	259	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	466615	CHEMBL930273	B	Inhibition of recombinant GSK3-beta	1	Scientific Literature				Autocuration	BAO_0000357	10197	CHEMBL262	SINGLE PROTEIN	P49841	Glycogen synthase kinase-3 beta	Homo sapiens	8	Homologous protein			38628	CHEMBL1142395	18324764	J. Med. Chem.	2008	51	7	2062					
